date,close,open,high,low,rate
20210617,1.51 ,1.59 ,1.59 ,1.47 ,(0.04)
20210616,1.58 ,1.50 ,1.59 ,1.48 ,0.06 
20210615,1.49 ,1.49 ,1.51 ,1.48 ,(0.01)
20210614,1.50 ,1.46 ,1.50 ,1.46 ,0.03 
20210611,1.45 ,1.44 ,1.47 ,1.43 ,0.01 
20210610,1.44 ,1.49 ,1.54 ,1.44 ,(0.04)
20210609,1.49 ,1.54 ,1.54 ,1.47 ,(0.03)
20210608,1.54 ,1.57 ,1.57 ,1.51 ,(0.02)
20210607,1.57 ,1.57 ,1.58 ,1.56 ,0.01 
20210604,1.56 ,1.63 ,1.64 ,1.56 ,(0.04)
20210603,1.63 ,1.59 ,1.63 ,1.58 ,0.02 
20210602,1.59 ,1.61 ,1.62 ,1.59 ,(0.01)
20210601,1.61 ,1.61 ,1.64 ,1.61 ,(0.00)
20210531,1.61 ,1.61 ,1.61 ,1.61 ,0.02 
20210528,1.58 ,1.62 ,1.62 ,1.58 ,(0.02)
20210527,1.61 ,1.58 ,1.63 ,1.57 ,0.02 
20210526,1.58 ,1.56 ,1.58 ,1.55 ,0.01 
20210525,1.56 ,1.61 ,1.61 ,1.55 ,(0.03)
20210524,1.60 ,1.62 ,1.63 ,1.60 ,(0.01)
20210521,1.62 ,1.64 ,1.64 ,1.61 ,(0.00)
20210520,1.63 ,1.67 ,1.68 ,1.63 ,(0.03)
20210519,1.68 ,1.64 ,1.69 ,1.62 ,0.02 
20210518,1.64 ,1.65 ,1.66 ,1.63 ,(0.01)
20210517,1.65 ,1.64 ,1.65 ,1.61 ,0.01 
20210514,1.64 ,1.66 ,1.67 ,1.63 ,(0.01)
20210513,1.66 ,1.70 ,1.71 ,1.65 ,(0.02)
20210512,1.69 ,1.63 ,1.70 ,1.61 ,0.04 
20210511,1.62 ,1.60 ,1.63 ,1.59 ,0.01 
20210510,1.60 ,1.59 ,1.61 ,1.56 ,0.02 
20210507,1.58 ,1.57 ,1.58 ,1.47 ,0.01 
20210506,1.57 ,1.58 ,1.59 ,1.56 ,(0.00)
20210505,1.57 ,1.59 ,1.63 ,1.57 ,(0.01)
20210504,1.59 ,1.61 ,1.62 ,1.56 ,(0.01)
20210503,1.60 ,1.63 ,1.66 ,1.58 ,(0.02)
20210430,1.63 ,1.65 ,1.66 ,1.62 ,(0.01)
20210429,1.64 ,1.62 ,1.69 ,1.62 ,0.02 
20210428,1.61 ,1.62 ,1.66 ,1.61 ,(0.01)
20210427,1.63 ,1.57 ,1.63 ,1.57 ,0.04 
20210426,1.57 ,1.56 ,1.60 ,1.56 ,0.01 
20210423,1.56 ,1.55 ,1.58 ,1.53 ,0.01 
20210422,1.54 ,1.55 ,1.59 ,1.53 ,(0.01)
20210421,1.56 ,1.56 ,1.59 ,1.55 ,(0.00)
20210420,1.57 ,1.60 ,1.63 ,1.56 ,(0.03)
20210419,1.61 ,1.58 ,1.62 ,1.55 ,0.01 
20210416,1.59 ,1.57 ,1.60 ,1.55 ,0.01 
20210415,1.57 ,1.64 ,1.65 ,1.53 ,(0.04)
20210414,1.63 ,1.62 ,1.65 ,1.61 ,0.01 
20210413,1.62 ,1.68 ,1.70 ,1.62 ,(0.03)
20210412,1.67 ,1.67 ,1.69 ,1.64 ,0.00 
20210409,1.66 ,1.63 ,1.69 ,1.62 ,0.02 
20210408,1.63 ,1.67 ,1.67 ,1.62 ,(0.03)
20210407,1.68 ,1.66 ,1.68 ,1.63 ,0.01 
20210406,1.66 ,1.70 ,1.72 ,1.65 ,(0.03)
20210405,1.71 ,1.71 ,1.75 ,1.70 ,0.02 
20210402,1.67 ,1.67 ,1.73 ,1.67 ,0.00 
20210401,1.67 ,1.74 ,1.75 ,1.67 ,(0.04)
20210331,1.74 ,1.72 ,1.75 ,1.71 ,0.02 
20210330,1.71 ,1.71 ,1.78 ,1.71 ,(0.00)
20210329,1.72 ,1.67 ,1.73 ,1.64 ,0.03 
20210326,1.67 ,1.63 ,1.68 ,1.62 ,0.03 
20210325,1.63 ,1.61 ,1.64 ,1.59 ,0.01 
20210324,1.61 ,1.62 ,1.65 ,1.59 ,(0.01)
20210323,1.62 ,1.68 ,1.70 ,1.62 ,(0.04)
20210322,1.70 ,1.71 ,1.71 ,1.66 ,(0.02)
20210319,1.73 ,1.71 ,1.75 ,1.67 ,0.01 
20210318,1.71 ,1.66 ,1.75 ,1.63 ,0.04 
20210317,1.65 ,1.62 ,1.69 ,1.62 ,0.02 
20210316,1.62 ,1.60 ,1.63 ,1.59 ,0.01 
20210315,1.61 ,1.64 ,1.64 ,1.60 ,(0.01)
20210312,1.63 ,1.54 ,1.64 ,1.53 ,0.06 
20210311,1.54 ,1.52 ,1.55 ,1.48 ,0.01 
20210310,1.52 ,1.53 ,1.57 ,1.51 ,(0.00)
20210309,1.53 ,1.59 ,1.59 ,1.52 ,(0.05)
20210308,1.60 ,1.60 ,1.61 ,1.58 ,0.02 
20210305,1.58 ,1.57 ,1.63 ,1.54 ,0.01 
20210304,1.56 ,1.49 ,1.57 ,1.45 ,0.05 
20210303,1.48 ,1.40 ,1.50 ,1.40 ,0.06 
20210302,1.40 ,1.42 ,1.45 ,1.39 ,(0.02)
20210301,1.43 ,1.40 ,1.46 ,1.38 ,0.01 
20210226,1.41 ,1.53 ,1.56 ,1.38 ,(0.08)
20210225,1.53 ,1.38 ,1.61 ,1.37 ,0.12 
20210224,1.37 ,1.34 ,1.44 ,1.33 ,0.02 
20210223,1.34 ,1.37 ,1.39 ,1.34 ,(0.02)
20210222,1.37 ,1.36 ,1.39 ,1.33 ,0.02 
20210219,1.34 ,1.29 ,1.36 ,1.28 ,0.03 
20210218,1.30 ,1.27 ,1.32 ,1.26 ,0.01 
20210217,1.28 ,1.33 ,1.33 ,1.27 ,(0.02)
20210216,1.31 ,1.25 ,1.32 ,1.22 ,0.05 
20210215,1.25 ,1.25 ,1.25 ,1.25 ,0.03 
20210212,1.21 ,1.16 ,1.21 ,1.15 ,0.04 
20210211,1.17 ,1.15 ,1.17 ,1.13 ,0.04 
20210210,1.12 ,1.16 ,1.18 ,1.12 ,(0.03)
20210209,1.16 ,1.16 ,1.17 ,1.14 ,(0.01)
20210208,1.18 ,1.17 ,1.20 ,1.15 ,0.01 
20210205,1.17 ,1.14 ,1.19 ,1.13 ,0.03 
20210204,1.14 ,1.14 ,1.16 ,1.13 ,(0.00)
20210203,1.14 ,1.11 ,1.14 ,1.11 ,0.04 
20210202,1.10 ,1.08 ,1.12 ,1.07 ,0.01 
20210201,1.08 ,1.07 ,1.09 ,1.06 ,0.01 
20210129,1.07 ,1.05 ,1.11 ,1.04 ,0.02 
20210128,1.05 ,1.02 ,1.07 ,1.00 ,0.04 
20210127,1.01 ,1.04 ,1.05 ,1.00 ,(0.02)
20210126,1.03 ,1.04 ,1.05 ,1.03 ,0.00 
20210125,1.03 ,1.10 ,1.10 ,1.03 ,(0.05)
20210122,1.09 ,1.11 ,1.12 ,1.08 ,(0.02)
20210121,1.11 ,1.09 ,1.12 ,1.08 ,0.03 
20210120,1.08 ,1.10 ,1.11 ,1.08 ,(0.01)
20210119,1.09 ,1.10 ,1.12 ,1.09 ,(0.01)
20210118,1.10 ,1.10 ,1.10 ,1.10 ,0.01 
20210115,1.09 ,1.13 ,1.13 ,1.08 ,(0.04)
20210114,1.13 ,1.09 ,1.14 ,1.08 ,0.03 
20210113,1.09 ,1.12 ,1.13 ,1.07 ,(0.03)
20210112,1.13 ,1.15 ,1.19 ,1.13 ,(0.01)
20210111,1.14 ,1.11 ,1.15 ,1.10 ,0.02 
20210108,1.12 ,1.08 ,1.13 ,1.08 ,0.03 
20210107,1.08 ,1.04 ,1.09 ,1.03 ,0.04 
20210106,1.04 ,0.95 ,1.05 ,0.95 ,0.09 
20210105,0.96 ,0.92 ,0.96 ,0.92 ,0.04 
20210104,0.92 ,0.93 ,0.95 ,0.91 ,0.00 
20201231,0.92 ,0.93 ,0.94 ,0.91 ,(0.01)
20201230,0.93 ,0.94 ,0.96 ,0.92 ,(0.01)
20201229,0.94 ,0.94 ,0.95 ,0.93 ,0.02 
20201228,0.92 ,0.94 ,0.96 ,0.92 ,(0.00)
20201224,0.93 ,0.95 ,0.96 ,0.92 ,(0.02)
20201223,0.95 ,0.92 ,0.97 ,0.90 ,0.03 
20201222,0.92 ,0.94 ,0.94 ,0.92 ,(0.02)
20201221,0.94 ,0.94 ,0.95 ,0.88 ,(0.01)
20201218,0.95 ,0.93 ,0.95 ,0.92 ,0.01 
20201217,0.94 ,0.92 ,0.95 ,0.89 ,0.02 
20201216,0.92 ,0.91 ,0.96 ,0.90 ,0.01 
20201215,0.91 ,0.90 ,0.93 ,0.89 ,0.01 
20201214,0.90 ,0.91 ,0.94 ,0.89 ,0.00 
20201211,0.90 ,0.91 ,0.92 ,0.87 ,(0.01)
20201210,0.91 ,0.93 ,0.94 ,0.91 ,(0.03)
20201209,0.94 ,0.93 ,0.96 ,0.92 ,0.02 
20201208,0.92 ,0.93 ,0.94 ,0.89 ,(0.01)
20201207,0.93 ,0.97 ,0.97 ,0.92 ,(0.05)
20201204,0.97 ,0.91 ,0.99 ,0.90 ,0.07 
20201203,0.91 ,0.94 ,0.95 ,0.90 ,(0.03)
20201202,0.94 ,0.92 ,0.97 ,0.91 ,0.01 
20201201,0.93 ,0.85 ,0.94 ,0.83 ,0.10 
20201130,0.84 ,0.85 ,0.86 ,0.83 ,0.00 
20201127,0.84 ,0.86 ,0.87 ,0.84 ,(0.02)
20201126,0.86 ,0.86 ,0.86 ,0.86 ,(0.03)
20201125,0.88 ,0.89 ,0.90 ,0.86 ,(0.00)
20201124,0.89 ,0.87 ,0.89 ,0.85 ,0.03 
20201123,0.86 ,0.83 ,0.86 ,0.83 ,0.04 
20201120,0.82 ,0.82 ,0.85 ,0.82 ,(0.02)
20201119,0.84 ,0.86 ,0.87 ,0.83 ,(0.03)
20201118,0.87 ,0.86 ,0.89 ,0.84 ,0.01 
20201117,0.86 ,0.91 ,0.92 ,0.86 ,(0.05)
20201116,0.91 ,0.90 ,0.93 ,0.87 ,0.01 
20201113,0.90 ,0.89 ,0.90 ,0.86 ,0.02 
20201112,0.88 ,0.95 ,0.96 ,0.88 ,(0.10)
20201111,0.98 ,0.98 ,0.98 ,0.98 ,0.02 
20201110,0.96 ,0.93 ,0.97 ,0.91 ,0.04 
20201109,0.92 ,0.83 ,0.98 ,0.80 ,0.13 
20201106,0.82 ,0.76 ,0.84 ,0.76 ,0.07 
20201105,0.77 ,0.76 ,0.79 ,0.72 ,(0.01)
20201104,0.77 ,0.93 ,0.95 ,0.76 ,(0.14)
20201103,0.90 ,0.85 ,0.90 ,0.85 ,0.05 
20201102,0.85 ,0.86 ,0.87 ,0.83 ,(0.03)
20201030,0.87 ,0.83 ,0.88 ,0.81 ,0.05 
20201029,0.83 ,0.78 ,0.84 ,0.77 ,0.07 
20201028,0.77 ,0.77 ,0.78 ,0.75 ,0.00 
20201027,0.77 ,0.79 ,0.81 ,0.77 ,(0.04)
20201026,0.80 ,0.83 ,0.83 ,0.79 ,(0.05)
20201023,0.84 ,0.86 ,0.87 ,0.83 ,(0.02)
20201022,0.86 ,0.81 ,0.87 ,0.80 ,0.05 
20201021,0.82 ,0.80 ,0.84 ,0.80 ,0.04 
20201020,0.79 ,0.77 ,0.80 ,0.76 ,0.02 
20201019,0.77 ,0.76 ,0.78 ,0.75 ,0.03 
20201016,0.75 ,0.74 ,0.76 ,0.72 ,0.01 
20201015,0.74 ,0.72 ,0.74 ,0.69 ,0.02 
20201014,0.73 ,0.73 ,0.74 ,0.71 ,(0.00)
20201013,0.73 ,0.76 ,0.77 ,0.73 ,(0.05)
20201012,0.76 ,0.76 ,0.76 ,0.76 ,(0.02)
20201009,0.78 ,0.78 ,0.80 ,0.76 ,0.00 
20201008,0.78 ,0.78 ,0.79 ,0.76 ,(0.01)
20201007,0.78 ,0.74 ,0.80 ,0.74 ,0.07 
20201006,0.73 ,0.78 ,0.79 ,0.73 ,(0.06)
20201005,0.78 ,0.71 ,0.78 ,0.70 ,0.11 
20201002,0.70 ,0.68 ,0.71 ,0.65 ,0.04 
20201001,0.68 ,0.69 ,0.72 ,0.67 ,(0.01)
20200930,0.69 ,0.65 ,0.70 ,0.64 ,0.05 
20200929,0.65 ,0.66 ,0.66 ,0.64 ,(0.01)
20200928,0.66 ,0.66 ,0.67 ,0.65 ,0.00 
20200925,0.66 ,0.67 ,0.68 ,0.65 ,(0.02)
20200924,0.67 ,0.67 ,0.68 ,0.66 ,(0.01)
20200923,0.68 ,0.68 ,0.69 ,0.66 ,0.01 
20200922,0.67 ,0.67 ,0.68 ,0.66 ,0.00 
20200921,0.67 ,0.68 ,0.69 ,0.65 ,(0.04)
20200918,0.70 ,0.69 ,0.70 ,0.67 ,0.01 
20200917,0.69 ,0.69 ,0.69 ,0.65 ,(0.01)
20200916,0.70 ,0.67 ,0.70 ,0.66 ,0.03 
20200915,0.68 ,0.67 ,0.69 ,0.67 ,0.01 
20200914,0.68 ,0.67 ,0.68 ,0.65 ,0.01 
20200911,0.67 ,0.68 ,0.70 ,0.66 ,(0.02)
20200910,0.68 ,0.70 ,0.72 ,0.68 ,(0.02)
20200909,0.70 ,0.67 ,0.71 ,0.66 ,0.02 
20200908,0.68 ,0.72 ,0.72 ,0.66 ,(0.05)
20200907,0.72 ,0.72 ,0.72 ,0.72 ,(0.00)
20200904,0.72 ,0.63 ,0.73 ,0.63 ,0.13 
20200903,0.64 ,0.65 ,0.67 ,0.60 ,(0.02)
20200902,0.65 ,0.68 ,0.69 ,0.64 ,(0.04)
20200901,0.67 ,0.71 ,0.73 ,0.67 ,(0.05)
20200831,0.71 ,0.72 ,0.75 ,0.69 ,(0.02)
20200828,0.72 ,0.76 ,0.79 ,0.71 ,(0.04)
20200827,0.75 ,0.69 ,0.76 ,0.65 ,0.10 
20200826,0.69 ,0.69 ,0.72 ,0.69 ,0.00 
20200825,0.69 ,0.66 ,0.72 ,0.65 ,0.05 
20200824,0.65 ,0.63 ,0.66 ,0.62 ,0.03 
20200821,0.64 ,0.65 ,0.66 ,0.62 ,(0.02)
20200820,0.65 ,0.68 ,0.68 ,0.64 ,(0.05)
20200819,0.69 ,0.66 ,0.69 ,0.65 ,0.02 
20200818,0.67 ,0.68 ,0.69 ,0.66 ,(0.03)
20200817,0.69 ,0.71 ,0.71 ,0.67 ,(0.03)
20200814,0.71 ,0.72 ,0.72 ,0.69 ,(0.01)
20200813,0.72 ,0.67 ,0.73 ,0.65 ,0.07 
20200812,0.67 ,0.63 ,0.69 ,0.63 ,0.05 
20200811,0.64 ,0.57 ,0.66 ,0.57 ,0.11 
20200810,0.58 ,0.57 ,0.58 ,0.54 ,0.03 
20200807,0.57 ,0.53 ,0.57 ,0.52 ,0.05 
20200806,0.54 ,0.55 ,0.56 ,0.50 ,(0.02)
20200805,0.55 ,0.51 ,0.55 ,0.51 ,0.07 
20200804,0.51 ,0.56 ,0.56 ,0.51 ,(0.08)
20200803,0.55 ,0.54 ,0.57 ,0.54 ,0.04 
20200731,0.53 ,0.54 ,0.56 ,0.52 ,(0.02)
20200730,0.55 ,0.57 ,0.58 ,0.54 ,(0.06)
20200729,0.58 ,0.58 ,0.60 ,0.56 ,(0.00)
20200728,0.58 ,0.62 ,0.64 ,0.58 ,(0.06)
20200727,0.62 ,0.59 ,0.62 ,0.57 ,0.05 
20200724,0.59 ,0.58 ,0.60 ,0.56 ,0.02 
20200723,0.58 ,0.60 ,0.60 ,0.57 ,(0.04)
20200722,0.60 ,0.61 ,0.61 ,0.58 ,(0.01)
20200721,0.61 ,0.61 ,0.63 ,0.59 ,(0.01)
20200720,0.61 ,0.63 ,0.63 ,0.60 ,(0.02)
20200717,0.62 ,0.62 ,0.63 ,0.60 ,0.01 
20200716,0.62 ,0.63 ,0.64 ,0.60 ,(0.02)
20200715,0.63 ,0.64 ,0.66 ,0.62 ,0.01 
20200714,0.63 ,0.62 ,0.64 ,0.60 ,0.01 
20200713,0.62 ,0.63 ,0.66 ,0.62 ,(0.04)
20200710,0.64 ,0.62 ,0.65 ,0.57 ,0.05 
20200709,0.61 ,0.66 ,0.67 ,0.60 ,(0.08)
20200708,0.67 ,0.65 ,0.67 ,0.64 ,0.04 
20200707,0.64 ,0.68 ,0.69 ,0.63 ,(0.06)
20200706,0.68 ,0.68 ,0.71 ,0.67 ,0.01 
20200702,0.67 ,0.68 ,0.72 ,0.66 ,(0.01)
20200701,0.68 ,0.66 ,0.70 ,0.66 ,0.03 
20200630,0.66 ,0.63 ,0.67 ,0.62 ,0.05 
20200629,0.63 ,0.63 ,0.66 ,0.62 ,(0.02)
20200626,0.64 ,0.68 ,0.69 ,0.63 ,(0.06)
20200625,0.68 ,0.67 ,0.69 ,0.66 ,0.00 
20200624,0.68 ,0.72 ,0.73 ,0.68 ,(0.05)
20200623,0.72 ,0.71 ,0.73 ,0.68 ,0.01 
20200622,0.71 ,0.70 ,0.71 ,0.67 ,0.02 
20200619,0.69 ,0.71 ,0.75 ,0.69 ,(0.02)
20200618,0.71 ,0.73 ,0.73 ,0.69 ,(0.04)
20200617,0.73 ,0.76 ,0.76 ,0.73 ,(0.01)
20200616,0.74 ,0.76 ,0.78 ,0.72 ,0.03 
20200615,0.72 ,0.67 ,0.72 ,0.65 ,0.01 
20200612,0.71 ,0.68 ,0.72 ,0.66 ,0.07 
20200611,0.67 ,0.72 ,0.73 ,0.65 ,(0.10)
20200610,0.74 ,0.82 ,0.83 ,0.73 ,(0.11)
20200609,0.82 ,0.87 ,0.87 ,0.80 ,(0.06)
20200608,0.88 ,0.90 ,0.93 ,0.86 ,(0.02)
20200605,0.89 ,0.82 ,0.96 ,0.80 ,0.08 
20200604,0.83 ,0.76 ,0.83 ,0.74 ,0.11 
20200603,0.75 ,0.69 ,0.77 ,0.69 ,0.09 
20200602,0.69 ,0.65 ,0.69 ,0.65 ,0.03 
20200601,0.67 ,0.64 ,0.69 ,0.64 ,0.02 
20200529,0.65 ,0.68 ,0.69 ,0.64 ,(0.06)
20200528,0.70 ,0.69 ,0.71 ,0.67 ,0.00 
20200527,0.70 ,0.69 ,0.73 ,0.66 ,0.00 
20200526,0.70 ,0.66 ,0.71 ,0.65 ,0.05 
20200525,0.66 ,0.66 ,0.66 ,0.66 ,0.00 
20200522,0.66 ,0.67 ,0.67 ,0.63 ,(0.03)
20200521,0.68 ,0.68 ,0.68 ,0.65 ,(0.01)
20200520,0.69 ,0.69 ,0.72 ,0.67 ,(0.00)
20200519,0.69 ,0.73 ,0.75 ,0.69 ,(0.05)
20200518,0.73 ,0.64 ,0.74 ,0.64 ,0.13 
20200515,0.64 ,0.63 ,0.65 ,0.59 ,0.04 
20200514,0.62 ,0.64 ,0.65 ,0.60 ,(0.06)
20200513,0.65 ,0.67 ,0.67 ,0.64 ,(0.02)
20200512,0.67 ,0.71 ,0.73 ,0.66 ,(0.06)
20200511,0.71 ,0.69 ,0.73 ,0.67 ,0.03 
20200508,0.69 ,0.64 ,0.69 ,0.61 ,0.07 
20200507,0.64 ,0.69 ,0.72 ,0.62 ,(0.10)
20200506,0.71 ,0.68 ,0.74 ,0.67 ,0.07 
20200505,0.66 ,0.64 ,0.68 ,0.64 ,0.05 
20200504,0.63 ,0.61 ,0.65 ,0.60 ,0.02 
20200501,0.62 ,0.63 ,0.65 ,0.59 ,(0.04)
20200430,0.65 ,0.62 ,0.65 ,0.58 ,0.03 
20200429,0.63 ,0.61 ,0.64 ,0.58 ,0.02 
20200428,0.62 ,0.67 ,0.67 ,0.59 ,(0.07)
20200427,0.66 ,0.61 ,0.67 ,0.60 ,0.10 
20200424,0.61 ,0.61 ,0.62 ,0.58 ,0.00 
20200423,0.60 ,0.61 ,0.64 ,0.59 ,(0.02)
20200422,0.62 ,0.58 ,0.64 ,0.55 ,0.09 
20200421,0.57 ,0.62 ,0.62 ,0.54 ,(0.08)
20200420,0.62 ,0.64 ,0.65 ,0.61 ,(0.04)
20200417,0.64 ,0.67 ,0.69 ,0.59 ,0.04 
20200416,0.62 ,0.64 ,0.66 ,0.59 ,(0.03)
20200415,0.64 ,0.75 ,0.75 ,0.62 ,(0.15)
20200414,0.75 ,0.77 ,0.78 ,0.73 ,(0.03)
20200413,0.77 ,0.73 ,0.78 ,0.72 ,0.06 
20200409,0.73 ,0.78 ,0.79 ,0.71 ,(0.05)
20200408,0.77 ,0.72 ,0.78 ,0.70 ,0.06 
20200407,0.73 ,0.70 ,0.79 ,0.68 ,0.07 
20200406,0.68 ,0.62 ,0.68 ,0.61 ,0.13 
20200403,0.60 ,0.61 ,0.62 ,0.57 ,(0.02)
20200402,0.61 ,0.57 ,0.64 ,0.57 ,0.02 
20200401,0.60 ,0.66 ,0.68 ,0.57 ,(0.10)
20200331,0.67 ,0.72 ,0.73 ,0.65 ,(0.08)
20200330,0.73 ,0.67 ,0.73 ,0.60 ,0.07 
20200327,0.68 ,0.84 ,0.85 ,0.67 ,(0.20)
20200326,0.85 ,0.83 ,0.86 ,0.77 ,(0.02)
20200325,0.87 ,0.85 ,0.88 ,0.78 ,0.01 
20200324,0.86 ,0.78 ,0.90 ,0.77 ,0.12 
20200323,0.76 ,0.79 ,0.88 ,0.69 ,(0.14)
20200320,0.89 ,1.13 ,1.28 ,0.85 ,(0.24)
20200319,1.16 ,1.15 ,1.28 ,1.01 ,(0.02)
20200318,1.18 ,1.04 ,1.27 ,0.99 ,0.11 
20200317,1.07 ,0.75 ,1.11 ,0.74 ,0.44 
20200316,0.74 ,0.67 ,0.86 ,0.63 ,(0.25)
20200313,0.98 ,0.82 ,1.02 ,0.73 ,0.21 
20200312,0.81 ,0.85 ,0.91 ,0.64 ,(0.07)
20200311,0.88 ,0.76 ,0.90 ,0.64 ,0.10 
20200310,0.80 ,0.62 ,0.81 ,0.57 ,0.43 
20200309,0.56 ,0.50 ,0.60 ,0.32 ,(0.28)
20200306,0.77 ,0.92 ,0.92 ,0.66 ,(0.16)
20200305,0.92 ,1.05 ,1.05 ,0.90 ,(0.13)
20200304,1.06 ,0.98 ,1.06 ,0.93 ,0.06 
20200303,1.00 ,1.16 ,1.17 ,0.91 ,(0.13)
20200302,1.15 ,1.11 ,1.17 ,1.03 ,(0.01)
20200228,1.16 ,1.28 ,1.29 ,1.12 ,(0.09)
20200227,1.27 ,1.33 ,1.34 ,1.24 ,(0.05)
20200226,1.34 ,1.36 ,1.38 ,1.30 ,(0.01)
20200225,1.36 ,1.39 ,1.42 ,1.31 ,(0.01)
20200224,1.37 ,1.46 ,1.46 ,1.35 ,(0.07)
20200221,1.47 ,1.52 ,1.52 ,1.44 ,(0.03)
20200220,1.52 ,1.58 ,1.59 ,1.51 ,(0.03)
20200219,1.57 ,1.57 ,1.59 ,1.55 ,0.01 
20200218,1.56 ,1.58 ,1.58 ,1.54 ,(0.01)
20200217,1.58 ,1.58 ,1.58 ,1.58 ,(0.01)
20200214,1.59 ,1.61 ,1.62 ,1.57 ,(0.02)
20200213,1.62 ,1.61 ,1.63 ,1.57 ,(0.01)
20200212,1.64 ,1.61 ,1.64 ,1.60 ,0.02 
20200211,1.60 ,1.57 ,1.60 ,1.57 ,0.03 
20200210,1.56 ,1.56 ,1.60 ,1.54 ,(0.01)
20200207,1.58 ,1.64 ,1.65 ,1.57 ,(0.04)
20200206,1.64 ,1.65 ,1.68 ,1.63 ,(0.00)
20200205,1.65 ,1.60 ,1.66 ,1.58 ,0.03 
20200204,1.60 ,1.52 ,1.62 ,1.52 ,0.05 
20200203,1.53 ,1.51 ,1.58 ,1.51 ,0.01 
20200131,1.51 ,1.58 ,1.60 ,1.50 ,(0.05)
20200130,1.59 ,1.59 ,1.59 ,1.53 ,0.01 
20200129,1.58 ,1.65 ,1.67 ,1.58 ,(0.05)
20200128,1.66 ,1.61 ,1.66 ,1.57 ,0.03 
20200127,1.61 ,1.63 ,1.66 ,1.60 ,(0.04)
20200124,1.69 ,1.74 ,1.76 ,1.67 ,(0.03)
20200123,1.73 ,1.76 ,1.77 ,1.71 ,(0.02)
20200122,1.77 ,1.78 ,1.79 ,1.76 ,(0.00)
20200121,1.77 ,1.82 ,1.83 ,1.77 ,(0.03)
20200120,1.82 ,1.82 ,1.82 ,1.82 ,(0.00)
20200117,1.83 ,1.82 ,1.85 ,1.81 ,0.01 
20200116,1.81 ,1.79 ,1.82 ,1.78 ,0.01 
20200115,1.79 ,1.81 ,1.82 ,1.78 ,(0.01)
20200114,1.81 ,1.85 ,1.86 ,1.81 ,(0.02)
20200113,1.85 ,1.82 ,1.86 ,1.82 ,0.02 
20200110,1.82 ,1.86 ,1.87 ,1.82 ,(0.02)
20200109,1.86 ,1.87 ,1.90 ,1.85 ,(0.01)
20200108,1.87 ,1.77 ,1.88 ,1.71 ,0.03 
20200107,1.81 ,1.81 ,1.83 ,1.80 ,0.00 
20200106,1.81 ,1.77 ,1.82 ,1.76 ,0.01 
20200103,1.79 ,1.84 ,1.84 ,1.79 ,(0.04)
20200102,1.88 ,1.92 ,1.95 ,1.85 ,(0.02)
20200101,1.92 ,1.92 ,1.92 ,1.92 ,0.00 
